date,cash,mtm_value,gross_value,net_value,n_positions,d013_baseline_net_value,d013_usdkrw_sleeve_net_value,usdkrw_sleeve_factor
2014-12-17,0.9641207472891267,0.0,0.9641207472891267,0.9641207472891267,0,1.0,0.9641207472891267,0.9641207472891267
2014-12-18,0.9647212983989943,0.0,0.9647212983989943,0.9647212983989943,0,1.0,0.9647212983989943,0.9647212983989943
2014-12-19,0.965322223592333,0.0,0.965322223592333,0.965322223592333,0,1.0,0.965322223592333,0.965322223592333
2014-12-22,0.9659235231021593,0.0,0.9659235231021593,0.9659235231021593,0,1.0,0.9659235231021593,0.9659235231021593
2014-12-23,0.9665251971616352,0.0,0.9665251971616352,0.9665251971616352,0,1.0,0.9665251971616352,0.9665251971616352
2014-12-24,0.9671272460040676,0.0,0.9671272460040676,0.9671272460040676,0,1.0,0.9671272460040676,0.9671272460040676
2014-12-26,0.9677296698629091,0.0,0.9677296698629091,0.9677296698629091,0,1.0,0.9677296698629091,0.9677296698629091
2014-12-29,0.9683324689717574,0.0,0.9683324689717574,0.9683324689717574,0,1.0,0.9683324689717574,0.9683324689717574
2014-12-30,0.9689356435643559,0.0,0.9689356435643559,0.9689356435643559,0,1.0,0.9689356435643559,0.9689356435643559
2015-01-02,0.9691063994362576,0.0,0.9691063994362576,0.9691063994362576,0,1.0,0.9691063994362576,0.9691063994362576
2015-01-05,0.9692771854005272,0.0,0.9692771854005272,0.9692771854005272,0,1.0,0.9692771854005272,0.9692771854005272
2015-01-06,0.9694480014624678,0.0,0.9694480014624678,0.9694480014624678,0,1.0,0.9694480014624678,0.9694480014624678
2015-01-07,0.9696188476273835,0.0,0.9696188476273835,0.9696188476273835,0,1.0,0.9696188476273835,0.9696188476273835
2015-01-08,0.9697897239005794,0.0,0.9697897239005794,0.9697897239005794,0,1.0,0.9697897239005794,0.9697897239005794
2015-01-09,0.9699606302873615,0.0,0.9699606302873615,0.9699606302873615,0,1.0,0.9699606302873615,0.9699606302873615
2015-01-12,0.9701315667930367,0.0,0.9701315667930367,0.9701315667930367,0,1.0,0.9701315667930367,0.9701315667930367
2015-01-13,0.9703025334229128,0.0,0.9703025334229128,0.9703025334229128,0,1.0,0.9703025334229128,0.9703025334229128
2015-01-14,0.9704735301822988,0.0,0.9704735301822988,0.9704735301822988,0,1.0,0.9704735301822988,0.9704735301822988
2015-01-15,0.9706445570765042,0.0,0.9706445570765042,0.9706445570765042,0,1.0,0.9706445570765042,0.9706445570765042
2015-01-16,0.9708156141108398,0.0,0.9708156141108398,0.9708156141108398,0,1.0,0.9708156141108398,0.9708156141108398
2015-01-19,0.9709867012906173,0.0,0.9709867012906173,0.9709867012906173,0,1.0,0.9709867012906173,0.9709867012906173
2015-01-20,0.971157818621149,0.0,0.971157818621149,0.971157818621149,0,1.0,0.971157818621149,0.971157818621149
2015-01-21,0.9713289661077487,0.0,0.9713289661077487,0.9713289661077487,0,1.0,0.9713289661077487,0.9713289661077487
2015-01-22,0.9715001437557305,0.0,0.9715001437557305,0.9715001437557305,0,1.0,0.9715001437557305,0.9715001437557305
2015-01-23,0.9716713515704098,0.0,0.9716713515704098,0.9716713515704098,0,1.0,0.9716713515704098,0.9716713515704098
2015-01-26,0.9718425895571031,0.0,0.9718425895571031,0.9718425895571031,0,1.0,0.9718425895571031,0.9718425895571031
2015-01-27,0.9720138577211275,0.0,0.9720138577211275,0.9720138577211275,0,1.0,0.9720138577211275,0.9720138577211275
2015-01-28,0.9721851560678011,0.0,0.9721851560678011,0.9721851560678011,0,1.0,0.9721851560678011,0.9721851560678011
2015-01-29,0.9723564846024431,0.0,0.9723564846024431,0.9723564846024431,0,1.0,0.9723564846024431,0.9723564846024431
2015-01-30,0.9725278433303735,0.0,0.9725278433303735,0.9725278433303735,0,1.0,0.9725278433303735,0.9725278433303735
2015-02-02,0.9726992322569131,0.0,0.9726992322569131,0.9726992322569131,0,1.0,0.9726992322569131,0.9726992322569131
2015-02-03,0.9728706513873842,0.0,0.9728706513873842,0.9728706513873842,0,1.0,0.9728706513873842,0.9728706513873842
2015-02-04,0.9730421007271093,0.0,0.9730421007271093,0.9730421007271093,0,1.0,0.9730421007271093,0.9730421007271093
2015-02-05,0.9732135802814122,0.0,0.9732135802814122,0.9732135802814122,0,1.0,0.9732135802814122,0.9732135802814122
2015-02-06,0.9733850900556179,0.0,0.9733850900556179,0.9733850900556179,0,1.0,0.9733850900556179,0.9733850900556179
2015-02-09,0.9735566300550519,0.0,0.9735566300550519,0.9735566300550519,0,1.0,0.9735566300550519,0.9735566300550519
2015-02-10,0.9737282002850407,0.0,0.9737282002850407,0.9737282002850407,0,1.0,0.9737282002850407,0.9737282002850407
2015-02-11,0.973899800750912,0.0,0.973899800750912,0.973899800750912,0,1.0,0.973899800750912,0.973899800750912
2015-02-12,0.9740714314579942,0.0,0.9740714314579942,0.9740714314579942,0,1.0,0.9740714314579942,0.9740714314579942
2015-02-13,0.9742430924116168,0.0,0.9742430924116168,0.9742430924116168,0,1.0,0.9742430924116168,0.9742430924116168
2015-02-16,0.9744147836171101,0.0,0.9744147836171101,0.9744147836171101,0,1.0,0.9744147836171101,0.9744147836171101
2015-02-17,0.9745865050798054,0.0,0.9745865050798054,0.9745865050798054,0,1.0,0.9745865050798054,0.9745865050798054
2015-02-23,0.9747582568050349,0.0,0.9747582568050349,0.9747582568050349,0,1.0,0.9747582568050349,0.9747582568050349
2015-02-24,0.9749300387981318,0.0,0.9749300387981318,0.9749300387981318,0,1.0,0.9749300387981318,0.9749300387981318
2015-02-25,0.9751018510644303,0.0,0.9751018510644303,0.9751018510644303,0,1.0,0.9751018510644303,0.9751018510644303
2015-02-26,0.9752736936092653,0.0,0.9752736936092653,0.9752736936092653,0,1.0,0.9752736936092653,0.9752736936092653
2015-02-27,0.975445566437973,0.0,0.975445566437973,0.975445566437973,0,1.0,0.975445566437973,0.975445566437973
2015-03-02,0.9756174695558901,0.0,0.9756174695558901,0.9756174695558901,0,1.0,0.9756174695558901,0.9756174695558901
2015-03-03,0.9757894029683547,0.0,0.9757894029683547,0.9757894029683547,0,1.0,0.9757894029683547,0.9757894029683547
2015-03-04,0.9759613666807054,0.0,0.9759613666807054,0.9759613666807054,0,1.0,0.9759613666807054,0.9759613666807054
2015-03-05,0.9761333606982822,0.0,0.9761333606982822,0.9761333606982822,0,1.0,0.9761333606982822,0.9761333606982822
2015-03-06,0.9763053850264256,0.0,0.9763053850264256,0.9763053850264256,0,1.0,0.9763053850264256,0.9763053850264256
2015-03-09,0.9764774396704774,0.0,0.9764774396704774,0.9764774396704774,0,1.0,0.9764774396704774,0.9764774396704774
2015-03-10,0.97664952463578,0.0,0.97664952463578,0.97664952463578,0,1.0,0.97664952463578,0.97664952463578
2015-03-11,0.9768216399276771,0.0,0.9768216399276771,0.9768216399276771,0,1.0,0.9768216399276771,0.9768216399276771
2015-03-12,0.9769937855515131,0.0,0.9769937855515131,0.9769937855515131,0,1.0,0.9769937855515131,0.9769937855515131
2015-03-13,0.9771659615126334,0.0,0.9771659615126334,0.9771659615126334,0,1.0,0.9771659615126334,0.9771659615126334
2015-03-16,0.9773381678163843,0.0,0.9773381678163843,0.9773381678163843,0,1.0,0.9773381678163843,0.9773381678163843
2015-03-17,0.9775104044681132,0.0,0.9775104044681132,0.9775104044681132,0,1.0,0.9775104044681132,0.9775104044681132
2015-03-18,0.9776826714731683,0.0,0.9776826714731683,0.9776826714731683,0,1.0,0.9776826714731683,0.9776826714731683
2015-03-19,0.9778549688368988,0.0,0.9778549688368988,0.9778549688368988,0,1.0,0.9778549688368988,0.9778549688368988
2015-03-20,0.9780272965646547,0.0,0.9780272965646547,0.9780272965646547,0,1.0,0.9780272965646547,0.9780272965646547
2015-03-23,0.9781996546617872,0.0,0.9781996546617872,0.9781996546617872,0,1.0,0.9781996546617872,0.9781996546617872
2015-03-24,0.9783720431336481,0.0,0.9783720431336481,0.9783720431336481,0,1.0,0.9783720431336481,0.9783720431336481
2015-03-25,0.9785444619855906,0.0,0.9785444619855906,0.9785444619855906,0,1.0,0.9785444619855906,0.9785444619855906
2015-03-26,0.9787169112229686,0.0,0.9787169112229686,0.9787169112229686,0,1.0,0.9787169112229686,0.9787169112229686
2015-03-27,0.9788893908511367,0.0,0.9788893908511367,0.9788893908511367,0,1.0,0.9788893908511367,0.9788893908511367
2015-03-30,0.9790619008754509,0.0,0.9790619008754509,0.9790619008754509,0,1.0,0.9790619008754509,0.9790619008754509
2015-03-31,0.9792344413012677,0.0,0.9792344413012677,0.9792344413012677,0,1.0,0.9792344413012677,0.9792344413012677
2015-04-01,0.9793711652293922,0.0,0.9793711652293922,0.9793711652293922,0,1.0,0.9793711652293922,0.9793711652293922
2015-04-02,0.9795079082473604,0.0,0.9795079082473604,0.9795079082473604,0,1.0,0.9795079082473604,0.9795079082473604
2015-04-03,0.979644670357838,0.0,0.979644670357838,0.979644670357838,0,1.0,0.979644670357838,0.979644670357838
2015-04-06,0.9797814515634904,0.0,0.9797814515634904,0.9797814515634904,0,1.0,0.9797814515634904,0.9797814515634904
2015-04-07,0.9799182518669839,0.0,0.9799182518669839,0.9799182518669839,0,1.0,0.9799182518669839,0.9799182518669839
2015-04-08,0.980055071270985,0.0,0.980055071270985,0.980055071270985,0,1.0,0.980055071270985,0.980055071270985
2015-04-09,0.9801919097781605,0.0,0.9801919097781605,0.9801919097781605,0,1.0,0.9801919097781605,0.9801919097781605
2015-04-10,0.9803287673911777,0.0,0.9803287673911777,0.9803287673911777,0,1.0,0.9803287673911777,0.9803287673911777
2015-04-13,0.9804656441127042,0.0,0.9804656441127042,0.9804656441127042,0,1.0,0.9804656441127042,0.9804656441127042
2015-04-14,0.980602539945408,0.0,0.980602539945408,0.980602539945408,0,1.0,0.980602539945408,0.980602539945408
2015-04-15,0.9807394548919576,0.0,0.9807394548919576,0.9807394548919576,0,1.0,0.9807394548919576,0.9807394548919576
2015-04-16,0.9808763889550215,0.0,0.9808763889550215,0.9808763889550215,0,1.0,0.9808763889550215,0.9808763889550215
2015-04-17,0.981013342137269,0.0,0.981013342137269,0.981013342137269,0,1.0,0.981013342137269,0.981013342137269
2015-04-20,0.9811503144413695,0.0,0.9811503144413695,0.9811503144413695,0,1.0,0.9811503144413695,0.9811503144413695
2015-04-21,0.9812873058699928,0.0,0.9812873058699928,0.9812873058699928,0,1.0,0.9812873058699928,0.9812873058699928
2015-04-22,0.9814243164258092,0.0,0.9814243164258092,0.9814243164258092,0,1.0,0.9814243164258092,0.9814243164258092
2015-04-23,0.9815613461114893,0.0,0.9815613461114893,0.9815613461114893,0,1.0,0.9815613461114893,0.9815613461114893
2015-04-24,0.981698394929704,0.0,0.981698394929704,0.981698394929704,0,1.0,0.981698394929704,0.981698394929704
2015-04-27,0.9818354628831248,0.0,0.9818354628831248,0.9818354628831248,0,1.0,0.9818354628831248,0.9818354628831248
2015-04-28,0.9819725499744234,0.0,0.9819725499744234,0.9819725499744234,0,1.0,0.9819725499744234,0.9819725499744234
2015-04-29,0.9821096562062718,0.0,0.9821096562062718,0.9821096562062718,0,1.0,0.9821096562062718,0.9821096562062718
2015-04-30,0.9822467815813425,0.0,0.9822467815813425,0.9822467815813425,0,1.0,0.9822467815813425,0.9822467815813425
2015-05-04,0.9823839261023083,0.0,0.9823839261023083,0.9823839261023083,0,1.0,0.9823839261023083,0.9823839261023083
2015-05-06,0.9825210897718424,0.0,0.9825210897718424,0.9825210897718424,0,1.0,0.9825210897718424,0.9825210897718424
2015-05-07,0.9826582725926185,0.0,0.9826582725926185,0.9826582725926185,0,1.0,0.9826582725926185,0.9826582725926185
2015-05-08,0.9827954745673104,0.0,0.9827954745673104,0.9827954745673104,0,1.0,0.9827954745673104,0.9827954745673104
2015-05-11,0.9829326956985927,0.0,0.9829326956985927,0.9829326956985927,0,1.0,0.9829326956985927,0.9829326956985927
2015-05-12,0.9830699359891398,0.0,0.9830699359891398,0.9830699359891398,0,1.0,0.9830699359891398,0.9830699359891398
2015-05-13,0.9832071954416269,0.0,0.9832071954416269,0.9832071954416269,0,1.0,0.9832071954416269,0.9832071954416269
2015-05-14,0.9833444740587295,0.0,0.9833444740587295,0.9833444740587295,0,1.0,0.9833444740587295,0.9833444740587295
2015-05-15,0.9834817718431234,0.0,0.9834817718431234,0.9834817718431234,0,1.0,0.9834817718431234,0.9834817718431234
2015-05-18,0.9836190887974847,0.0,0.9836190887974847,0.9836190887974847,0,1.0,0.9836190887974847,0.9836190887974847
2015-05-19,0.9837564249244901,0.0,0.9837564249244901,0.9837564249244901,0,1.0,0.9837564249244901,0.9837564249244901
2015-05-20,0.9838937802268166,0.0,0.9838937802268166,0.9838937802268166,0,1.0,0.9838937802268166,0.9838937802268166
2015-05-21,0.9840311547071414,0.0,0.9840311547071414,0.9840311547071414,0,1.0,0.9840311547071414,0.9840311547071414
2015-05-22,0.9841685483681423,0.0,0.9841685483681423,0.9841685483681423,0,1.0,0.9841685483681423,0.9841685483681423
2015-05-26,0.9843059612124971,0.0,0.9843059612124971,0.9843059612124971,0,1.0,0.9843059612124971,0.9843059612124971
2015-05-27,0.9844433932428845,0.0,0.9844433932428845,0.9844433932428845,0,1.0,0.9844433932428845,0.9844433932428845
2015-05-28,0.9845808444619834,0.0,0.9845808444619834,0.9845808444619834,0,1.0,0.9845808444619834,0.9845808444619834
2015-05-29,0.9847183148724727,0.0,0.9847183148724727,0.9847183148724727,0,1.0,0.9847183148724727,0.9847183148724727
2015-06-01,0.9848558044770322,0.0,0.9848558044770322,0.9848558044770322,0,1.0,0.9848558044770322,0.9848558044770322
2015-06-02,0.9849933132783417,0.0,0.9849933132783417,0.9849933132783417,0,1.0,0.9849933132783417,0.9849933132783417
2015-06-03,0.9851308412790816,0.0,0.9851308412790816,0.9851308412790816,0,1.0,0.9851308412790816,0.9851308412790816
2015-06-04,0.9852683884819325,0.0,0.9852683884819325,0.9852683884819325,0,1.0,0.9852683884819325,0.9852683884819325
2015-06-05,0.9854059548895756,0.0,0.9854059548895756,0.9854059548895756,0,1.0,0.9854059548895756,0.9854059548895756
2015-06-08,0.9855435405046922,0.0,0.9855435405046922,0.9855435405046922,0,1.0,0.9855435405046922,0.9855435405046922
2015-06-09,0.9856811453299641,0.0,0.9856811453299641,0.9856811453299641,0,1.0,0.9856811453299641,0.9856811453299641
2015-06-10,0.9858187693680736,0.0,0.9858187693680736,0.9858187693680736,0,1.0,0.9858187693680736,0.9858187693680736
2015-06-11,0.9859564126217032,0.0,0.9859564126217032,0.9859564126217032,0,1.0,0.9859564126217032,0.9859564126217032
2015-06-12,0.9860940750935359,0.0,0.9860940750935359,0.9860940750935359,0,1.0,0.9860940750935359,0.9860940750935359
2015-06-15,0.9862317567862549,0.0,0.9862317567862549,0.9862317567862549,0,1.0,0.9862317567862549,0.9862317567862549
2015-06-16,0.9863694577025439,0.0,0.9863694577025439,0.9863694577025439,0,1.0,0.9863694577025439,0.9863694577025439
2015-06-17,0.986507177845087,0.0,0.986507177845087,0.986507177845087,0,1.0,0.986507177845087,0.986507177845087
2015-06-18,0.9866449172165687,0.0,0.9866449172165687,0.9866449172165687,0,1.0,0.9866449172165687,0.9866449172165687
2015-06-19,0.9867826758196736,0.0,0.9867826758196736,0.9867826758196736,0,1.0,0.9867826758196736,0.9867826758196736
2015-06-22,0.9869204536570871,0.0,0.9869204536570871,0.9869204536570871,0,1.0,0.9869204536570871,0.9869204536570871
2015-06-23,0.9870582507314947,0.0,0.9870582507314947,0.9870582507314947,0,1.0,0.9870582507314947,0.9870582507314947
2015-06-24,0.9871960670455823,0.0,0.9871960670455823,0.9871960670455823,0,1.0,0.9871960670455823,0.9871960670455823
2015-06-25,0.9873339026020361,0.0,0.9873339026020361,0.9873339026020361,0,1.0,0.9873339026020361,0.9873339026020361
2015-06-26,0.987471757403543,0.0,0.987471757403543,0.987471757403543,0,1.0,0.987471757403543,0.987471757403543
2015-06-29,0.9876096314527899,0.0,0.9876096314527899,0.9876096314527899,0,1.0,0.9876096314527899,0.9876096314527899
2015-06-30,0.9877475247524643,0.0,0.9877475247524643,0.9877475247524643,0,1.0,0.9877475247524643,0.9877475247524643
2015-07-01,0.9886646926978151,0.0,0.9886646926978151,0.9886646926978151,0,1.0,0.9886646926978151,0.9886646926978151
2015-07-02,0.9895827122748013,0.0,0.9895827122748013,0.9895827122748013,0,1.0,0.9895827122748013,0.9895827122748013
2015-07-03,0.9905015842742013,0.0,0.9905015842742013,0.9905015842742013,0,1.0,0.9905015842742013,0.9905015842742013
2015-07-06,0.9914213094875276,0.0,0.9914213094875276,0.9914213094875276,0,1.0,0.9914213094875276,0.9914213094875276
2015-07-07,0.9923418887070276,0.0,0.9923418887070276,0.9923418887070276,0,1.0,0.9923418887070276,0.9923418887070276
2015-07-08,0.9932633227256843,0.0,0.9932633227256843,0.9932633227256843,0,1.0,0.9932633227256843,0.9932633227256843
2015-07-09,0.9941856123372173,0.0,0.9941856123372173,0.9941856123372173,0,1.0,0.9941856123372173,0.9941856123372173
2015-07-10,0.9951087583360828,0.0,0.9951087583360828,0.9951087583360828,0,1.0,0.9951087583360828,0.9951087583360828
2015-07-13,0.9960327615174751,0.0,0.9960327615174751,0.9960327615174751,0,1.0,0.9960327615174751,0.9960327615174751
2015-07-14,0.9969576226773266,0.0,0.9969576226773266,0.9969576226773266,0,1.0,0.9969576226773266,0.9969576226773266
2015-07-15,0.9978833426123088,0.0,0.9978833426123088,0.9978833426123088,0,1.0,0.9978833426123088,0.9978833426123088
2015-07-16,0.9988099221198331,0.0,0.9988099221198331,0.9988099221198331,0,1.0,0.9988099221198331,0.9988099221198331
2015-07-17,0.9997373619980512,0.0,0.9997373619980512,0.9997373619980512,0,1.0,0.9997373619980512,0.9997373619980512
2015-07-20,1.000665663045856,0.0,1.000665663045856,1.000665663045856,0,1.0,1.000665663045856,1.000665663045856
2015-07-21,1.0015948260628817,0.0,1.0015948260628817,1.0015948260628817,0,1.0,1.0015948260628817,1.0015948260628817
2015-07-22,1.002524851849506,0.0,1.002524851849506,1.002524851849506,0,1.0,1.002524851849506,1.002524851849506
2015-07-23,1.003455741206849,0.0,1.003455741206849,1.003455741206849,0,1.0,1.003455741206849,1.003455741206849
2015-07-24,1.0043874949367748,0.0,1.0043874949367748,1.0043874949367748,0,1.0,1.0043874949367748,1.0043874949367748
2015-07-27,1.0053201138418923,0.0,1.0053201138418923,1.0053201138418923,0,1.0,1.0053201138418923,1.0053201138418923
2015-07-28,1.0062535987255556,0.0,1.0062535987255556,1.0062535987255556,0,1.0,1.0062535987255556,1.0062535987255556
2015-07-29,1.0071879503918646,0.0,1.0071879503918646,1.0071879503918646,0,1.0,1.0071879503918646,1.0071879503918646
2015-07-30,1.0081231696456658,0.0,1.0081231696456658,1.0081231696456658,0,1.0,1.0081231696456658,1.0081231696456658
2015-07-31,1.0090592572925532,0.0,1.0090592572925532,1.0090592572925532,0,1.0,1.0090592572925532,1.0090592572925532
2015-08-03,1.0099962141388688,0.0,1.0099962141388688,1.0099962141388688,0,1.0,1.0099962141388688,1.0099962141388688
2015-08-04,1.0109340409917034,0.0,1.0109340409917034,1.0109340409917034,0,1.0,1.0109340409917034,1.0109340409917034
2015-08-05,1.011872738658897,0.0,1.011872738658897,1.011872738658897,0,1.0,1.011872738658897,1.011872738658897
2015-08-06,1.01281230794904,0.0,1.01281230794904,1.01281230794904,0,1.0,1.01281230794904,1.01281230794904
2015-08-07,1.0137527496714736,0.0,1.0137527496714736,1.0137527496714736,0,1.0,1.0137527496714736,1.0137527496714736
2015-08-10,1.0146940646362899,0.0,1.0146940646362899,1.0146940646362899,0,1.0,1.0146940646362899,1.0146940646362899
2015-08-11,1.015636253654334,0.0,1.015636253654334,1.015636253654334,0,1.0,1.015636253654334,1.015636253654334
2015-08-12,1.0165793175372035,0.0,1.0165793175372035,1.0165793175372035,0,1.0,1.0165793175372035,1.0165793175372035
2015-08-13,1.01752325709725,0.0,1.01752325709725,1.01752325709725,0,1.0,1.01752325709725,1.01752325709725
2015-08-17,1.0184680731475786,0.0,1.0184680731475786,1.0184680731475786,0,1.0,1.0184680731475786,1.0184680731475786
2015-08-18,1.0194137665020502,0.0,1.0194137665020502,1.0194137665020502,0,1.0,1.0194137665020502,1.0194137665020502
2015-08-19,1.0203603379752808,0.0,1.0203603379752808,1.0203603379752808,0,1.0,1.0203603379752808,1.0203603379752808
2015-08-20,1.0213077883826436,0.0,1.0213077883826436,1.0213077883826436,0,1.0,1.0213077883826436,1.0213077883826436
2015-08-21,1.022256118540268,0.0,1.022256118540268,1.022256118540268,0,1.0,1.022256118540268,1.022256118540268
2015-08-24,1.0232053292650418,0.0,1.0232053292650418,1.0232053292650418,0,1.0,1.0232053292650418,1.0232053292650418
2015-08-25,1.0241554213746111,0.0,1.0241554213746111,1.0241554213746111,0,1.0,1.0241554213746111,1.0241554213746111
2015-08-26,1.0251063956873814,0.0,1.0251063956873814,1.0251063956873814,0,1.0,1.0251063956873814,1.0251063956873814
2015-08-27,1.0260582530225177,0.0,1.0260582530225177,1.0260582530225177,0,1.0,1.0260582530225177,1.0260582530225177
2015-08-28,1.0270109941999463,0.0,1.0270109941999463,1.0270109941999463,0,1.0,1.0270109941999463,1.0270109941999463
2015-08-31,1.0279646200403543,0.0,1.0279646200403543,1.0279646200403543,0,1.0,1.0279646200403543,1.0279646200403543
2015-09-01,1.028919131365191,0.0,1.028919131365191,1.028919131365191,0,1.0,1.028919131365191,1.028919131365191
2015-09-02,1.0298745289966686,0.0,1.0298745289966686,1.0298745289966686,0,1.0,1.0298745289966686,1.0298745289966686
2015-09-03,1.0308308137577624,0.0,1.0308308137577624,1.0308308137577624,0,1.0,1.0308308137577624,1.0308308137577624
2015-09-04,1.0317879864722124,0.0,1.0317879864722124,1.0317879864722124,0,1.0,1.0317879864722124,1.0317879864722124
2015-09-07,1.0327460479645227,0.0,1.0327460479645227,1.0327460479645227,0,1.0,1.0327460479645227,1.0327460479645227
2015-09-08,1.033704999059964,0.0,1.033704999059964,1.033704999059964,0,1.0,1.033704999059964,1.033704999059964
2015-09-09,1.0346648405845724,0.0,1.0346648405845724,1.0346648405845724,0,1.0,1.0346648405845724,1.0346648405845724
2015-09-10,1.0356255733651516,0.0,1.0356255733651516,1.0356255733651516,0,1.0,1.0356255733651516,1.0356255733651516
2015-09-11,1.0365871982292727,0.0,1.0365871982292727,1.0365871982292727,0,1.0,1.0365871982292727,1.0365871982292727
2015-09-14,1.0375497160052753,0.0,1.0375497160052753,1.0375497160052753,0,1.0,1.0375497160052753,1.0375497160052753
2015-09-15,1.0385131275222683,0.0,1.0385131275222683,1.0385131275222683,0,1.0,1.0385131275222683,1.0385131275222683
2015-09-16,1.0394774336101302,0.0,1.0394774336101302,1.0394774336101302,0,1.0,1.0394774336101302,1.0394774336101302
2015-09-17,1.0404426350995104,0.0,1.0404426350995104,1.0404426350995104,0,1.0,1.0404426350995104,1.0404426350995104
2015-09-18,1.0414087328218293,0.0,1.0414087328218293,1.0414087328218293,0,1.0,1.0414087328218293,1.0414087328218293
2015-09-21,1.0423757276092795,0.0,1.0423757276092795,1.0423757276092795,0,1.0,1.0423757276092795,1.0423757276092795
2015-09-22,1.0433436202948263,0.0,1.0433436202948263,1.0433436202948263,0,1.0,1.0433436202948263,1.0433436202948263
2015-09-23,1.0443124117122085,0.0,1.0443124117122085,1.0443124117122085,0,1.0,1.0443124117122085,1.0443124117122085
2015-09-24,1.0452821026959387,0.0,1.0452821026959387,1.0452821026959387,0,1.0,1.0452821026959387,1.0452821026959387
2015-09-25,1.0462526940813048,0.0,1.0462526940813048,1.0462526940813048,0,1.0,1.0462526940813048,1.0462526940813048
2015-09-30,1.0472241867043703,0.0,1.0472241867043703,1.0472241867043703,0,1.0,1.0472241867043703,1.0472241867043703
2015-10-01,1.0471244055586655,0.0,1.0471244055586655,1.0471244055586655,0,1.0,1.0471244055586655,1.0471244055586655
2015-10-02,1.0470246339202631,0.0,1.0470246339202631,1.0470246339202631,0,1.0,1.0470246339202631,1.0470246339202631
2015-10-05,1.0469248717882573,0.0,1.0469248717882573,1.0469248717882573,0,1.0,1.0469248717882573,1.0469248717882573
2015-10-06,1.0468251191617421,0.0,1.0468251191617421,1.0468251191617421,0,1.0,1.0468251191617421,1.0468251191617421
2015-10-07,1.046725376039812,0.0,1.046725376039812,1.046725376039812,0,1.0,1.046725376039812,1.046725376039812
2015-10-08,1.0466256424215614,0.0,1.0466256424215614,1.0466256424215614,0,1.0,1.0466256424215614,1.0466256424215614
2015-10-12,1.0465259183060847,0.0,1.0465259183060847,1.0465259183060847,0,1.0,1.0465259183060847,1.0465259183060847
2015-10-13,1.0464262036924765,0.0,1.0464262036924765,1.0464262036924765,0,1.0,1.0464262036924765,1.0464262036924765
2015-10-14,1.0463264985798315,0.0,1.0463264985798315,1.0463264985798315,0,1.0,1.0463264985798315,1.0463264985798315
2015-10-15,1.0462268029672444,0.0,1.0462268029672444,1.0462268029672444,0,1.0,1.0462268029672444,1.0462268029672444
2015-10-16,1.0461271168538098,0.0,1.0461271168538098,1.0461271168538098,0,1.0,1.0461271168538098,1.0461271168538098
2015-10-19,1.0460274402386227,0.0,1.0460274402386227,1.0460274402386227,0,1.0,1.0460274402386227,1.0460274402386227
2015-10-20,1.0459277731207783,0.0,1.0459277731207783,1.0459277731207783,0,1.0,1.0459277731207783,1.0459277731207783
2015-10-21,1.0458281154993716,0.0,1.0458281154993716,1.0458281154993716,0,1.0,1.0458281154993716,1.0458281154993716
2015-10-22,1.0457284673734977,0.0,1.0457284673734977,1.0457284673734977,0,1.0,1.0457284673734977,1.0457284673734977
2015-10-23,1.045628828742252,0.0,1.045628828742252,1.045628828742252,0,1.0,1.045628828742252,1.045628828742252
2015-10-26,1.0455291996047296,0.0,1.0455291996047296,1.0455291996047296,0,1.0,1.0455291996047296,1.0455291996047296
2015-10-27,1.045429579960026,0.0,1.045429579960026,1.045429579960026,0,1.0,1.045429579960026,1.045429579960026
2015-10-28,1.0453299698072367,0.0,1.0453299698072367,1.0453299698072367,0,1.0,1.0453299698072367,1.0453299698072367
2015-10-29,1.0452303691454574,0.0,1.0452303691454574,1.0452303691454574,0,1.0,1.0452303691454574,1.0452303691454574
2015-10-30,1.0451307779737837,0.0,1.0451307779737837,1.0451307779737837,0,1.0,1.0451307779737837,1.0451307779737837
2015-11-02,1.0450311962913115,0.0,1.0450311962913115,1.0450311962913115,0,1.0,1.0450311962913115,1.0450311962913115
2015-11-03,1.0449316240971365,0.0,1.0449316240971365,1.0449316240971365,0,1.0,1.0449316240971365,1.0449316240971365
2015-11-04,1.0448320613903546,0.0,1.0448320613903546,1.0448320613903546,0,1.0,1.0448320613903546,1.0448320613903546
2015-11-05,1.044732508170062,0.0,1.044732508170062,1.044732508170062,0,1.0,1.044732508170062,1.044732508170062
2015-11-06,1.0446329644353547,0.0,1.0446329644353547,1.0446329644353547,0,1.0,1.0446329644353547,1.0446329644353547
2015-11-09,1.0445334301853288,0.0,1.0445334301853288,1.0445334301853288,0,1.0,1.0445334301853288,1.0445334301853288
2015-11-10,1.044433905419081,0.0,1.044433905419081,1.044433905419081,0,1.0,1.044433905419081,1.044433905419081
2015-11-11,1.0443343901357072,0.0,1.0443343901357072,1.0443343901357072,0,1.0,1.0443343901357072,1.0443343901357072
2015-11-12,1.0442348843343041,0.0,1.0442348843343041,1.0442348843343041,0,1.0,1.0442348843343041,1.0442348843343041
2015-11-13,1.044135388013968,0.0,1.044135388013968,1.044135388013968,0,1.0,1.044135388013968,1.044135388013968
2015-11-16,1.044035901173796,0.0,1.044035901173796,1.044035901173796,0,1.0,1.044035901173796,1.044035901173796
2015-11-17,1.0439364238128845,0.0,1.0439364238128845,1.0439364238128845,0,1.0,1.0439364238128845,1.0439364238128845
