audit_type,experiment,ticker,quarter,event_count,event_types,sample_rcept_no
r001_r003_same_ticker_quarter_overlap,R001_R003,117580,2024Q1,1,buyback_announcement|dividend,20240213001080
r001_r003_same_ticker_quarter_overlap,R001_R003,120030,2023Q1,1,buyback_announcement|dividend,20230105000250
r001_r003_same_ticker_quarter_overlap,R001_R003,120030,2026Q1,1,buyback_announcement|dividend,20260206001889
r001_r003_same_ticker_quarter_overlap,R001_R003,122900,2019Q1,1,buyback_announcement|dividend,20190212000442
r001_r003_same_ticker_quarter_overlap,R001_R003,122900,2021Q1,1,buyback_announcement|dividend,20210318000695
r001_r003_same_ticker_quarter_overlap,R001_R003,126560,2026Q1,1,buyback_announcement|dividend,20260211000382
r001_r003_same_ticker_quarter_overlap,R001_R003,126720,2024Q1,1,buyback_announcement|dividend,20240207000724
r001_r003_same_ticker_quarter_overlap,R001_R003,137310,2022Q1,1,buyback_announcement|dividend,20220314000572
r001_r003_same_ticker_quarter_overlap,R001_R003,137310,2025Q1,1,buyback_announcement|dividend,20250207000500
r001_r003_same_ticker_quarter_overlap,R001_R003,139480,2022Q1,1,buyback_announcement|dividend,20220225002066
r001_r003_same_ticker_quarter_overlap,R001_R003,161390,2020Q1,1,buyback_announcement|dividend,20200323000357
r001_r003_same_ticker_quarter_overlap,R001_R003,170900,2023Q4,1,buyback_announcement|dividend,20231019000284
r001_r003_same_ticker_quarter_overlap,R001_R003,175330,2024Q3,1,buyback_announcement|dividend,20240725000167
r001_r003_same_ticker_quarter_overlap,R001_R003,181710,2024Q1,1,buyback_announcement|dividend,20240213001010
r001_r003_same_ticker_quarter_overlap,R001_R003,185750,2022Q1,1,buyback_announcement|dividend,20220210000489
r001_r003_same_ticker_quarter_overlap,R001_R003,185750,2023Q1,1,buyback_announcement|dividend,20230209000466
r001_r003_same_ticker_quarter_overlap,R001_R003,185750,2024Q1,1,buyback_announcement|dividend,20240123000240
r001_r003_same_ticker_quarter_overlap,R001_R003,185750,2025Q1,1,buyback_announcement|dividend,20250122000377
r001_r003_same_ticker_quarter_overlap,R001_R003,227840,2018Q1,1,buyback_announcement|dividend,20180306000459
r001_r003_same_ticker_quarter_overlap,R001_R003,241560,2022Q1,1,buyback_announcement|dividend,20220308000701
r001_r003_same_ticker_quarter_overlap,R001_R003,241560,2024Q4,1,buyback_announcement|dividend,20241216000080
r001_r003_same_ticker_quarter_overlap,R001_R003,241560,2025Q1,1,buyback_announcement|dividend,20250221002351
r001_r003_same_ticker_quarter_overlap,R001_R003,267270,2019Q1,1,buyback_announcement|dividend,20190207000006
r001_r003_same_ticker_quarter_overlap,R001_R003,267270,2024Q1,1,buyback_announcement|dividend,20240206000131
r001_r003_same_ticker_quarter_overlap,R001_R003,272210,2020Q1,1,buyback_announcement|dividend,20200323000951
r001_r003_same_ticker_quarter_overlap,R001_R003,272210,2021Q1,1,buyback_announcement|dividend,20210125000367
r001_r003_same_ticker_quarter_overlap,R001_R003,272550,2025Q1,1,buyback_announcement|dividend,20250205000126
r001_r003_same_ticker_quarter_overlap,R001_R003,285130,2022Q1,1,buyback_announcement|dividend,20220321000694
r001_r003_same_ticker_quarter_overlap,R001_R003,285130,2022Q3,1,buyback_announcement|dividend,20220922000270
r001_r003_same_ticker_quarter_overlap,R001_R003,294870,2023Q1,1,buyback_announcement|dividend,20230306000242
r001_r003_same_ticker_quarter_overlap,R001_R003,316140,2023Q4,1,buyback_announcement|dividend,20231024000130
r001_r003_same_ticker_quarter_overlap,R001_R003,316140,2025Q3,1,buyback_announcement|dividend,20250911000314
r001_r003_same_ticker_quarter_overlap,R001_R003,323410,2023Q1,1,buyback_announcement|dividend,20230313000953
r001_r003_same_ticker_quarter_overlap,R001_R003,375500,2023Q1,1,buyback_announcement|dividend,20230323000576
r001_r003_same_ticker_quarter_overlap,R001_R003,375500,2024Q1,1,buyback_announcement|dividend,20240119000589
r001_r003_same_ticker_quarter_overlap,R001_R003,383220,2022Q1,1,buyback_announcement|dividend,20220315000264
r001_r003_same_ticker_quarter_overlap,R001_R003,383220,2024Q1,1,buyback_announcement|dividend,20240207000636
r001_r003_same_ticker_quarter_overlap,R001_R003,383220,2025Q1,1,buyback_announcement|dividend,20250219001581
r001_r003_same_ticker_quarter_overlap,R001_R003,402340,2023Q4,1,buyback_announcement|dividend,20231005000003
r001_r003_same_ticker_quarter_overlap,R001_R003,402340,2024Q1,1,buyback_announcement|dividend,20240328000977
r001_r003_same_ticker_quarter_overlap,R001_R003,402340,2024Q2,1,buyback_announcement|dividend,20240401003703
r001_r003_same_ticker_quarter_overlap,R001_R003,402340,2024Q3,1,buyback_announcement|dividend,20240930000458
r001_r003_same_ticker_quarter_overlap,R001_R003,402340,2024Q4,1,buyback_announcement|dividend,20241121000352
r001_r003_same_ticker_quarter_overlap,R001_R003,439260,2026Q1,1,buyback_announcement|dividend,20260310002285
same_ticker_same_quarter,R001,000100,2023Q3,11,buyback_announcement,20230728000156 | 20230728000167 | 20230728000173 | 20230728000179 | 20230728000187
same_ticker_same_quarter,R001,000100,2024Q3,11,buyback_announcement,20240730000124 | 20240730000135 | 20240730000138 | 20240730000144 | 20240730000149
same_ticker_same_quarter,R001,000100,2021Q3,10,buyback_announcement,20210729000211 | 20210729000227 | 20210729000252 | 20210729000260 | 20210729000269
same_ticker_same_quarter,R001,000100,2022Q3,10,buyback_announcement,20220728000123 | 20220728000140 | 20220728000147 | 20220728000161 | 20220728000167
same_ticker_same_quarter,R001,000100,2025Q1,10,buyback_announcement,20250327000239 | 20250327000310 | 20250327000328 | 20250327000346 | 20250327000357
same_ticker_same_quarter,R001,000100,2018Q3,9,buyback_announcement,20180727000214 | 20180727000222 | 20180727000228 | 20180727000235 | 20180727000240
same_ticker_same_quarter,R001,000100,2019Q3,9,buyback_announcement,20190731000284 | 20190731000296 | 20190731000302 | 20190731000310 | 20190731000371
same_ticker_same_quarter,R001,000100,2020Q3,9,buyback_announcement,20200731000356 | 20200731000364 | 20200731000384 | 20200731000394 | 20200731000407
same_ticker_same_quarter,R001,068270,2025Q2,8,buyback_announcement,20250403000002 | 20250403000024 | 20250421000005 | 20250428000097 | 20250520000003
same_ticker_same_quarter,R001,003850,2022Q1,7,buyback_announcement,20220224000048 | 20220224001882 | 20220224002442 | 20220224002691 | 20220224003011
same_ticker_same_quarter,R001,000320,2025Q4,6,buyback_announcement,20251024000368 | 20251024000371 | 20251024000375 | 20251230000493 | 20251230000502
same_ticker_same_quarter,R001,003850,2023Q1,6,buyback_announcement,20230331003815 | 20230331003844 | 20230331003868 | 20230331003895 | 20230331003953
same_ticker_same_quarter,R001,017370,2020Q4,6,buyback_announcement,20201110000276 | 20201111000169 | 20201113000339 | 20201127000418 | 20201130000846
same_ticker_same_quarter,R001,003850,2024Q2,5,buyback_announcement,20240401003709 | 20240401003719 | 20240401003731 | 20240401003740 | 20240401003750
same_ticker_same_quarter,R001,005930,2026Q1,5,buyback_announcement,20260107000715 | 20260127000392 | 20260129000003 | 20260312000961 | 20260318001062
same_ticker_same_quarter,R001,009270,2020Q1,5,buyback_announcement,20200224001269 | 20200317000396 | 20200317000499 | 20200320000737 | 20200320000785
same_ticker_same_quarter,R001,068270,2023Q3,5,buyback_announcement,20230704000023 | 20230705000003 | 20230712000015 | 20230828000192 | 20230913000413
same_ticker_same_quarter,R001,068270,2024Q4,5,buyback_announcement,20241025000080 | 20241121000003 | 20241121000006 | 20241218000258 | 20241227000212
same_ticker_same_quarter,R001,003850,2018Q1,4,buyback_announcement,20180103000227 | 20180123000268 | 20180212000534 | 20180328001229
same_ticker_same_quarter,R001,008490,2018Q1,4,buyback_announcement,20180104000195 | 20180111000048 | 20180313000439 | 20180314000574
same_ticker_same_quarter,R001,009270,2022Q3,4,buyback_announcement,20220902000170 | 20220902000171 | 20220928000266 | 20220928000268
same_ticker_same_quarter,R001,017370,2021Q4,4,buyback_announcement,20211001000177 | 20211110000300 | 20211111000208 | 20211115001534
same_ticker_same_quarter,R001,034830,2026Q1,4,buyback_announcement,20260115000365 | 20260115000371 | 20260115000378 | 20260115000385
same_ticker_same_quarter,R001,068270,2022Q1,4,buyback_announcement,20220110000155 | 20220221000073 | 20220221000982 | 20220329000865
same_ticker_same_quarter,R001,068270,2023Q1,4,buyback_announcement,20230201000013 | 20230303000184 | 20230303000185 | 20230330000023
same_ticker_same_quarter,R001,068270,2023Q4,4,buyback_announcement,20231023000067 | 20231109000017 | 20231109000119 | 20231215000037
same_ticker_same_quarter,R001,068270,2025Q1,4,buyback_announcement,20250219000001 | 20250219000002 | 20250321000007 | 20250321000011
same_ticker_same_quarter,R001,068270,2025Q3,4,buyback_announcement,20250721000034 | 20250721000035 | 20250813001213 | 20250917000073
same_ticker_same_quarter,R001,081660,2025Q2,4,buyback_announcement,20250512000719 | 20250513000662 | 20250624000379 | 20250625000421
same_ticker_same_quarter,R001,105560,2025Q2,4,buyback_announcement,20250414002206 | 20250424000368 | 20250430001042 | 20250630000522
same_ticker_same_quarter,R001,293480,2019Q3,4,buyback_announcement,20190709000151 | 20190726000421 | 20190806000087 | 20190819000236
same_ticker_same_quarter,R001,293480,2020Q1,4,buyback_announcement,20200108000191 | 20200128000066 | 20200205000100 | 20200218001181
same_ticker_same_quarter,R001,000050,2019Q4,3,buyback_announcement,20191002000316 | 20191106000248 | 20191204000376
same_ticker_same_quarter,R001,000100,2025Q3,3,buyback_announcement,20250701000114 | 20250730000149 | 20250902000014
same_ticker_same_quarter,R001,000320,2022Q3,3,buyback_announcement,20220919000199 | 20220919000235 | 20220919000254
same_ticker_same_quarter,R001,001070,2019Q2,3,buyback_announcement,20190430001179 | 20190521000466 | 20190614000107
same_ticker_same_quarter,R001,001430,2022Q3,3,buyback_announcement,20220819000001 | 20220819000002 | 20220819000003
same_ticker_same_quarter,R001,001530,2021Q1,3,buyback_announcement,20210304000390 | 20210308000469 | 20210318000952
same_ticker_same_quarter,R001,001530,2023Q1,3,buyback_announcement,20230303000588 | 20230303000594 | 20230303000606
same_ticker_same_quarter,R001,001530,2024Q1,3,buyback_announcement,20240304000425 | 20240308000646 | 20240319000622
same_ticker_same_quarter,R001,001630,2022Q4,3,buyback_announcement,20221013800194 | 20221013800307 | 20221014000213
same_ticker_same_quarter,R001,002210,2021Q4,3,buyback_announcement,20211007000365 | 20211202000105 | 20211223000391
same_ticker_same_quarter,R001,003850,2021Q1,3,buyback_announcement,20210225003428 | 20210225003452 | 20210225003483
same_ticker_same_quarter,R001,004310,2021Q2,3,buyback_announcement,20210408000798 | 20210408000813 | 20210408000820
same_ticker_same_quarter,R001,004830,2023Q4,3,buyback_announcement,20231004000067 | 20231113000349 | 20231113000572
same_ticker_same_quarter,R001,005380,2019Q4,3,buyback_announcement,20191024000248 | 20191128000761 | 20191204000063
same_ticker_same_quarter,R001,005440,2026Q1,3,buyback_announcement,20260209800678 | 20260211000412 | 20260211800434
same_ticker_same_quarter,R001,005810,2025Q2,3,buyback_announcement,20250423000409 | 20250424000432 | 20250623000265
same_ticker_same_quarter,R001,005830,2020Q1,3,buyback_announcement,20200130000309 | 20200319000687 | 20200319000914
same_ticker_same_quarter,R001,009240,2022Q1,3,buyback_announcement,20220120000275 | 20220208000527 | 20220324000842
same_ticker_same_quarter,R001,009270,2020Q4,3,buyback_announcement,20201028000129 | 20201113000757 | 20201116000391
same_ticker_same_quarter,R001,009270,2022Q2,3,buyback_announcement,20220512000444 | 20220617000196 | 20220617000203
same_ticker_same_quarter,R001,010130,2024Q4,3,buyback_announcement,20241002000155 | 20241028000358 | 20241108000441
same_ticker_same_quarter,R001,012450,2020Q1,3,buyback_announcement,20200221000775 | 20200318000535 | 20200325000880
same_ticker_same_quarter,R001,012450,2021Q2,3,buyback_announcement,20210407002034 | 20210428000507 | 20210621000225
same_ticker_same_quarter,R001,017370,2020Q1,3,buyback_announcement,20200103000196 | 20200122000185 | 20200131000193
same_ticker_same_quarter,R001,017370,2020Q3,3,buyback_announcement,20200828000355 | 20200908000090 | 20200929000341
same_ticker_same_quarter,R001,017370,2021Q1,3,buyback_announcement,20210104000194 | 20210122000512 | 20210129000268
same_ticker_same_quarter,R001,017800,2020Q1,3,buyback_announcement,20200227004092 | 20200324000944 | 20200325000442
same_ticker_same_quarter,R001,019680,2021Q4,3,buyback_announcement,20211025000248 | 20211029000207 | 20211101000142
same_ticker_same_quarter,R001,033780,2024Q4,3,buyback_announcement,20241010000497 | 20241107000181 | 20241129001815
same_ticker_same_quarter,R001,033780,2025Q3,3,buyback_announcement,20250807000253 | 20250912000347 | 20250923000289
same_ticker_same_quarter,R001,034310,2024Q3,3,buyback_announcement,20240930000294 | 20240930000298 | 20240930000508
same_ticker_same_quarter,R001,034730,2019Q4,3,buyback_announcement,20191001000137 | 20191101800445 | 20191216000316
same_ticker_same_quarter,R001,042700,2024Q3,3,buyback_announcement,20240716000265 | 20240722000046 | 20240924000013
same_ticker_same_quarter,R001,053690,2020Q1,3,buyback_announcement,20200220000804 | 20200304000660 | 20200319000140
same_ticker_same_quarter,R001,064960,2018Q4,3,buyback_announcement,20181012000498 | 20181024000279 | 20181210000287
same_ticker_same_quarter,R001,068270,2024Q2,3,buyback_announcement,20240417000152 | 20240604000243 | 20240614000092
same_ticker_same_quarter,R001,081660,2025Q3,3,buyback_announcement,20250912000414 | 20250915000235 | 20250919000475
same_ticker_same_quarter,R001,081660,2025Q4,3,buyback_announcement,20251113001037 | 20251215000448 | 20251216000367
same_ticker_same_quarter,R001,083420,2025Q1,3,buyback_announcement,20250205000137 | 20250325000127 | 20250327000909
same_ticker_same_quarter,R001,094280,2025Q3,3,buyback_announcement,20250908000242 | 20250908000244 | 20250912000392
same_ticker_same_quarter,R001,105560,2024Q3,3,buyback_announcement,20240723000179 | 20240731000479 | 20240807000277
same_ticker_same_quarter,R001,181710,2021Q1,3,buyback_announcement,20210208000618 | 20210226004408 | 20210312000690
same_ticker_same_quarter,R001,181710,2022Q2,3,buyback_announcement,20220511000763 | 20220603000358 | 20220620000139
same_ticker_same_quarter,R001,000050,2019Q2,2,buyback_announcement,20190405001954 | 20190627000253
same_ticker_same_quarter,R001,000180,2018Q1,2,buyback_announcement,20180109000255 | 20180315000241
same_ticker_same_quarter,R001,000210,2023Q4,2,buyback_announcement,20231018800355 | 20231018800356
same_ticker_same_quarter,R001,000220,2020Q1,2,buyback_announcement,20200313000816 | 20200326000932
same_ticker_same_quarter,R001,000270,2021Q4,2,buyback_announcement,20211027000308 | 20211118000118
same_ticker_same_quarter,R001,000270,2022Q4,2,buyback_announcement,20221024000210 | 20221117000206
same_ticker_same_quarter,R001,000270,2023Q1,2,buyback_announcement,20230127000327 | 20230316001200
same_ticker_same_quarter,R001,000270,2024Q1,2,buyback_announcement,20240125000291 | 20240315000565
same_ticker_same_quarter,R001,000320,2021Q1,2,buyback_announcement,20210222001956 | 20210222001973
same_ticker_same_quarter,R001,000320,2022Q1,2,buyback_announcement,20220221001904 | 20220221001925
same_ticker_same_quarter,R001,000320,2023Q1,2,buyback_announcement,20230222002075 | 20230222002127
same_ticker_same_quarter,R001,000320,2024Q1,2,buyback_announcement,20240219001406 | 20240219001498
same_ticker_same_quarter,R001,000320,2025Q1,2,buyback_announcement,20250224003463 | 20250224003524
same_ticker_same_quarter,R001,000370,2024Q2,2,buyback_announcement,20240418000218 | 20240614000125
same_ticker_same_quarter,R001,000390,2018Q2,2,buyback_announcement,20180410000706 | 20180627000223
same_ticker_same_quarter,R001,000520,2021Q4,2,buyback_announcement,20211005000044 | 20211130000704
same_ticker_same_quarter,R001,000520,2022Q4,2,buyback_announcement,20221004000259 | 20221129000319
same_ticker_same_quarter,R001,000590,2021Q4,2,buyback_announcement,20211027800447 | 20211123000170
same_ticker_same_quarter,R001,000880,2024Q3,2,buyback_announcement,20240705000007 | 20240909000035
same_ticker_same_quarter,R001,000880,2026Q1,2,buyback_announcement,20260114000081 | 20260320000412
same_ticker_same_quarter,R001,000990,2024Q4,2,buyback_announcement,20241107000203 | 20241230000248
same_ticker_same_quarter,R001,001040,2018Q3,2,buyback_announcement,20180705000352 | 20180910000323
same_ticker_same_quarter,R001,001060,2019Q1,2,buyback_announcement,20190220001028 | 20190308000318
same_ticker_same_quarter,R001,001060,2025Q1,2,buyback_announcement,20250319000502 | 20250324000615
same_ticker_same_quarter,R001,001230,2022Q2,2,buyback_announcement,20220413000994 | 20220623000403
same_ticker_same_quarter,R001,001390,2025Q3,2,buyback_announcement,20250811000531 | 20250930000847
same_ticker_same_quarter,R001,001430,2022Q1,2,buyback_announcement,20220210000321 | 20220329000684
same_ticker_same_quarter,R001,001450,2020Q2,2,buyback_announcement,20200421000282 | 20200603000289
same_ticker_same_quarter,R001,001510,2020Q1,2,buyback_announcement,20200304000793 | 20200330002149
same_ticker_same_quarter,R001,001530,2023Q4,2,buyback_announcement,20231206000263 | 20231227000143
same_ticker_same_quarter,R001,001570,2024Q4,2,buyback_announcement,20241031000494 | 20241202000324
same_ticker_same_quarter,R001,001630,2020Q4,2,buyback_announcement,20201014000281 | 20201015800433
same_ticker_same_quarter,R001,001630,2021Q4,2,buyback_announcement,20211013000357 | 20211015000195
same_ticker_same_quarter,R001,002310,2025Q3,2,buyback_announcement,20250707000211 | 20250709000310
same_ticker_same_quarter,R001,002450,2018Q4,2,buyback_announcement,20181105000149 | 20181226000294
same_ticker_same_quarter,R001,002700,2018Q2,2,buyback_announcement,20180405000987 | 20180502001607
same_ticker_same_quarter,R001,002700,2018Q4,2,buyback_announcement,20181026000200 | 20181116000187
same_ticker_same_quarter,R001,002700,2019Q4,2,buyback_announcement,20191119000075 | 20191213000463
same_ticker_same_quarter,R001,002700,2025Q4,2,buyback_announcement,20251128001108 | 20251222000254
same_ticker_same_quarter,R001,002790,2019Q1,2,buyback_announcement,20190220000351 | 20190220800158
same_ticker_same_quarter,R001,002900,2023Q3,2,buyback_announcement,20230810000379 | 20230911000387
same_ticker_same_quarter,R001,003000,2019Q2,2,buyback_announcement,20190530000213 | 20190628000531
same_ticker_same_quarter,R001,003000,2020Q1,2,buyback_announcement,20200108000021 | 20200212000098
same_ticker_same_quarter,R001,003200,2020Q2,2,buyback_announcement,20200608000064 | 20200608000065
same_ticker_same_quarter,R001,003200,2020Q4,2,buyback_announcement,20201029000437 | 20201029000442
same_ticker_same_quarter,R001,003200,2023Q4,2,buyback_announcement,20231130001423 | 20231130800264
same_ticker_same_quarter,R001,003540,2025Q3,2,buyback_announcement,20250828001303 | 20250930000800
same_ticker_same_quarter,R001,003540,2026Q1,2,buyback_announcement,20260309001597 | 20260330001737
same_ticker_same_quarter,R001,003550,2026Q1,2,buyback_announcement,20260129800386 | 20260210801366
same_ticker_same_quarter,R001,003610,2020Q1,2,buyback_announcement,20200217000338 | 20200311000116
same_ticker_same_quarter,R001,003610,2021Q4,2,buyback_announcement,20211111000138 | 20211130001474
same_ticker_same_quarter,R001,003670,2022Q2,2,buyback_announcement,20220527000198 | 20220616000128
same_ticker_same_quarter,R001,003670,2025Q1,2,buyback_announcement,20250324000551 | 20250326000885
same_ticker_same_quarter,R001,003720,2024Q4,2,buyback_announcement,20241106000265 | 20241202000351
same_ticker_same_quarter,R001,003850,2019Q1,2,buyback_announcement,20190103000200 | 20190320000488
same_ticker_same_quarter,R001,003850,2020Q1,2,buyback_announcement,20200102000360 | 20200227005421
same_ticker_same_quarter,R001,003920,2024Q4,2,buyback_announcement,20241023000266 | 20241224000440
same_ticker_same_quarter,R001,004090,2018Q1,2,buyback_announcement,20180123000059 | 20180313000207
same_ticker_same_quarter,R001,004310,2019Q2,2,buyback_announcement,20190418000381 | 20190628000249
same_ticker_same_quarter,R001,004310,2020Q2,2,buyback_announcement,20200414002231 | 20200626000460
same_ticker_same_quarter,R001,005380,2020Q4,2,buyback_announcement,20201026000297 | 20201216000026
same_ticker_same_quarter,R001,005440,2022Q3,2,buyback_announcement,20220725000330 | 20220725000332
same_ticker_same_quarter,R001,005440,2025Q1,2,buyback_announcement,20250124800285 | 20250221800415
same_ticker_same_quarter,R001,005440,2025Q2,2,buyback_announcement,20250508800286 | 20250509800456
same_ticker_same_quarter,R001,005490,2024Q3,2,buyback_announcement,20240712000097 | 20240801000207
same_ticker_same_quarter,R001,005740,2020Q2,2,buyback_announcement,20200409002011 | 20200409800766
same_ticker_same_quarter,R001,005810,2021Q4,2,buyback_announcement,20211228000522 | 20211228800591
same_ticker_same_quarter,R001,005880,2020Q1,2,buyback_announcement,20200316000254 | 20200324000992
same_ticker_same_quarter,R001,005930,2025Q1,2,buyback_announcement,20250217001961 | 20250218000019
same_ticker_same_quarter,R001,005950,2020Q4,2,buyback_announcement,20201223000139 | 20201223000142
same_ticker_same_quarter,R001,006060,2021Q1,2,buyback_announcement,20210118000287 | 20210225002991
same_ticker_same_quarter,R001,006800,2021Q1,2,buyback_announcement,20210128000357 | 20210330001240
same_ticker_same_quarter,R001,006800,2023Q4,2,buyback_announcement,20231018000008 | 20231228000427
same_ticker_same_quarter,R001,007570,2022Q3,2,buyback_announcement,20220908000335 | 20220916000126
same_ticker_same_quarter,R001,007690,2023Q1,2,buyback_announcement,20230209000323 | 20230331002090
same_ticker_same_quarter,R001,007700,2019Q4,2,buyback_announcement,20191118000007 | 20191205000041
same_ticker_same_quarter,R001,007700,2020Q2,2,buyback_announcement,20200520000349 | 20200605000285
same_ticker_same_quarter,R001,007700,2024Q3,2,buyback_announcement,20240806800660 | 20240820800485
same_ticker_same_quarter,R001,008060,2019Q1,2,buyback_announcement,20190222001766 | 20190226001940
same_ticker_same_quarter,R001,009240,2022Q2,2,buyback_announcement,20220506000459 | 20220512000854
same_ticker_same_quarter,R001,009270,2021Q1,2,buyback_announcement,20210115000397 | 20210201000204
same_ticker_same_quarter,R001,009270,2022Q4,2,buyback_announcement,20221226000217 | 20221226000221
same_ticker_same_quarter,R001,009290,2023Q2,2,buyback_announcement,20230411002888 | 20230630000797
same_ticker_same_quarter,R001,009460,2018Q1,2,buyback_announcement,20180122000070 | 20180314000699
same_ticker_same_quarter,R001,009680,2018Q2,2,buyback_announcement,20180402002161 | 20180402002361
same_ticker_same_quarter,R001,009680,2019Q2,2,buyback_announcement,20190401001591 | 20190401001687
same_ticker_same_quarter,R001,009830,2022Q1,2,buyback_announcement,20220217000899 | 20220324000638
same_ticker_same_quarter,R001,010060,2026Q1,2,buyback_announcement,20260209800992 | 20260211000644
same_ticker_same_quarter,R001,010130,2024Q2,2,buyback_announcement,20240503000740 | 20240508000305
same_ticker_same_quarter,R001,010660,2020Q1,2,buyback_announcement,20200316000552 | 20200327000715
same_ticker_same_quarter,R001,010770,2022Q4,2,buyback_announcement,20221129001000 | 20221129001191
same_ticker_same_quarter,R001,010780,2023Q1,2,buyback_announcement,20230327000928 | 20230328000914
same_ticker_same_quarter,R001,011200,2025Q3,2,buyback_announcement,20250814003240 | 20250917000162
same_ticker_same_quarter,R001,011330,2019Q3,2,buyback_announcement,20190724000236 | 20190823000078
same_ticker_same_quarter,R001,011790,2022Q4,2,buyback_announcement,20221007000631 | 20221220000437
same_ticker_same_quarter,R001,012030,2024Q4,2,buyback_announcement,20241107800436 | 20241230800380
same_ticker_same_quarter,R001,012510,2018Q1,2,buyback_announcement,20180208000355 | 20180323000433
same_ticker_same_quarter,R001,012510,2018Q2,2,buyback_announcement,20180515001923 | 20180601000380
same_ticker_same_quarter,R001,012610,2025Q1,2,buyback_announcement,20250110000191 | 20250228002281
same_ticker_same_quarter,R001,013890,2021Q3,2,buyback_announcement,20210818000012 | 20210929000512
same_ticker_same_quarter,R001,013890,2024Q1,2,buyback_announcement,20240206000302 | 20240329002855
same_ticker_same_quarter,R001,014680,2024Q4,2,buyback_announcement,20241017000095 | 20241209000253
same_ticker_same_quarter,R001,014790,2021Q3,2,buyback_announcement,20210913000067 | 20210930000192
same_ticker_same_quarter,R001,014790,2022Q2,2,buyback_announcement,20220609000257 | 20220628000272
same_ticker_same_quarter,R001,016740,2025Q3,2,buyback_announcement,20250825000220 | 20250905000112
same_ticker_same_quarter,R001,017370,2021Q3,2,buyback_announcement,20210830000949 | 20210908000243
same_ticker_same_quarter,R001,017370,2023Q1,2,buyback_announcement,20230203000178 | 20230227006433
same_ticker_same_quarter,R001,017370,2025Q3,2,buyback_announcement,20250804000142 | 20250923000249
same_ticker_same_quarter,R001,017390,2021Q3,2,buyback_announcement,20210709000241 | 20210806000053
same_ticker_same_quarter,R001,017390,2022Q3,2,buyback_announcement,20220711000055 | 20220809000112
same_ticker_same_quarter,R001,017800,2023Q3,2,buyback_announcement,20230706000041 | 20230922000378
same_ticker_same_quarter,R001,017800,2023Q4,2,buyback_announcement,20231027000543 | 20231027000545
same_ticker_same_quarter,R001,017800,2024Q1,2,buyback_announcement,20240105000453 | 20240321001626
same_ticker_same_quarter,R001,017860,2025Q3,2,buyback_announcement,20250909000086 | 20250919000033
same_ticker_same_quarter,R001,017900,2020Q2,2,buyback_announcement,20200401002461 | 20200527000289
same_ticker_same_quarter,R001,019680,2020Q4,2,buyback_announcement,20201026000330 | 20201026000353
same_ticker_same_quarter,R001,024110,2020Q4,2,buyback_announcement,20201119000327 | 20201223000330
same_ticker_same_quarter,R001,028100,2024Q1,2,buyback_announcement,20240312000825 | 20240325000854
same_ticker_same_quarter,R001,028100,2024Q3,2,buyback_announcement,20240806000024 | 20240926000391
same_ticker_same_quarter,R001,029460,2024Q3,2,buyback_announcement,20240725000385 | 20240920000296
same_ticker_same_quarter,R001,030200,2018Q3,2,buyback_announcement,20180802000262 | 20180910000338
same_ticker_same_quarter,R001,030200,2023Q3,2,buyback_announcement,20230801000324 | 20230809000692
same_ticker_same_quarter,R001,030200,2024Q1,2,buyback_announcement,20240208000001 | 20240315000185
same_ticker_same_quarter,R001,030210,2021Q1,2,buyback_announcement,20210308000651 | 20210325000255
same_ticker_same_quarter,R001,030210,2022Q1,2,buyback_announcement,20220324000488 | 20220329000653
same_ticker_same_quarter,R001,033240,2025Q2,2,buyback_announcement,20250519000196 | 20250610000101
same_ticker_same_quarter,R001,033530,2019Q3,2,buyback_announcement,20190809000317 | 20190809000330
same_ticker_same_quarter,R001,033530,2020Q3,2,buyback_announcement,20200810000221 | 20200810000230
same_ticker_same_quarter,R001,033530,2021Q3,2,buyback_announcement,20210810000289 | 20210810000292
same_ticker_same_quarter,R001,033530,2022Q3,2,buyback_announcement,20220810000159 | 20220810000161
same_ticker_same_quarter,R001,033780,2020Q3,2,buyback_announcement,20200806000001 | 20200916000496
same_ticker_same_quarter,R001,033780,2021Q4,2,buyback_announcement,20211104000028 | 20211228000449
same_ticker_same_quarter,R001,033780,2022Q4,2,buyback_announcement,20221103000237 | 20221228000589
same_ticker_same_quarter,R001,033780,2023Q3,2,buyback_announcement,20230803000327 | 20230926000630
same_ticker_same_quarter,R001,033920,2019Q2,2,buyback_announcement,20190522000245 | 20190628000460
same_ticker_same_quarter,R001,033920,2021Q4,2,buyback_announcement,20211108000292 | 20211227000212
same_ticker_same_quarter,R001,034020,2019Q4,2,buyback_announcement,20191029000435 | 20191209000042
same_ticker_same_quarter,R001,034020,2026Q2,2,buyback_announcement,20260331004988 | 20260420000329
same_ticker_same_quarter,R001,034310,2021Q3,2,buyback_announcement,20210706000049 | 20210916000399
same_ticker_same_quarter,R001,034310,2023Q1,2,buyback_announcement,20230104000469 | 20230223001828
same_ticker_same_quarter,R001,034830,2021Q2,2,buyback_announcement,20210414001796 | 20210414001873
same_ticker_same_quarter,R001,035150,2023Q3,2,buyback_announcement,20230703000080 | 20230829000263
same_ticker_same_quarter,R001,035250,2024Q4,2,buyback_announcement,20241010000456 | 20241206000086
same_ticker_same_quarter,R001,035420,2018Q1,2,buyback_announcement,20180125000002 | 20180202000335
