date,mismatch_type,ticker,tv_rank,trade_value,name
2019-10-02,in_tv_top100_not_actual,036420,69,12550853950.0,제이콘텐트리
2019-10-04,in_actual_not_tv_top100,034020,101,7821412340.0,두산중공업
2019-10-04,in_tv_top100_not_actual,036420,83,9304099000.0,제이콘텐트리
2019-10-11,in_actual_not_tv_top100,001040,101,6850761800.0,CJ
2019-10-11,in_tv_top100_not_actual,036420,78,8729245900.0,제이콘텐트리
2019-10-17,in_actual_not_tv_top100,000210,101,7116561000.0,대림산업
2019-10-17,in_tv_top100_not_actual,036420,42,21770879900.0,제이콘텐트리
2021-01-05,in_actual_not_tv_top100,047810,101,40065449000.0,한국항공우주
2021-01-05,in_tv_top100_not_actual,006800,99,40632436510.0,미래에셋대우
2021-01-06,in_actual_not_tv_top100,204320,101,55904488400.0,만도
2021-01-06,in_tv_top100_not_actual,006800,56,111672989500.0,미래에셋대우
2021-01-08,in_actual_not_tv_top100,101140,102,52498198845.0,아티스
2021-01-08,in_actual_not_tv_top100,033530,101,52735446540.0,세종공업
2021-01-08,in_tv_top100_not_actual,006800,98,56427688400.0,미래에셋대우
2021-01-08,in_tv_top100_not_actual,097520,37,170001328950.0,엠씨넥스
2021-01-11,in_actual_not_tv_top100,069620,102,55012992000.0,대웅제약
2021-01-11,in_actual_not_tv_top100,092220,101,55240793780.0,KEC
2021-01-11,in_tv_top100_not_actual,006800,38,176716336950.0,미래에셋대우
2021-01-11,in_tv_top100_not_actual,097520,19,297206233950.0,엠씨넥스
2021-01-12,in_actual_not_tv_top100,012610,102,44214393220.0,경인양행
2021-01-12,in_actual_not_tv_top100,028050,103,43408755250.0,삼성엔지니어링
2021-01-12,in_actual_not_tv_top100,004360,101,44350661300.0,세방
2021-01-12,in_tv_top100_not_actual,006800,89,58627041770.0,미래에셋대우
2021-01-12,in_tv_top100_not_actual,097520,60,86689534600.0,엠씨넥스
2021-01-12,in_tv_top100_not_actual,178920,84,62102091250.0,PI첨단소재
2021-01-13,in_actual_not_tv_top100,018880,101,36298450500.0,한온시스템
2021-01-13,in_tv_top100_not_actual,097520,61,70368516850.0,엠씨넥스
2021-01-15,in_actual_not_tv_top100,039490,101,37833865500.0,키움증권
2021-01-15,in_tv_top100_not_actual,097520,51,91028242900.0,엠씨넥스
2021-01-18,in_actual_not_tv_top100,034020,101,36075266650.0,두산중공업
2021-01-18,in_tv_top100_not_actual,097520,38,114004895000.0,엠씨넥스
2021-01-19,in_actual_not_tv_top100,025750,101,35435107605.0,한솔홈데코
2021-01-19,in_tv_top100_not_actual,097520,75,50348599200.0,엠씨넥스
2021-01-20,in_actual_not_tv_top100,015540,101,37453176170.0,메디파트너생명공학
2021-01-20,in_tv_top100_not_actual,097520,50,80003791700.0,엠씨넥스
2021-01-21,in_actual_not_tv_top100,009320,101,38401867585.0,대우부품
2021-01-21,in_tv_top100_not_actual,097520,76,52481752200.0,엠씨넥스
2021-01-25,in_actual_not_tv_top100,004170,101,30781606500.0,신세계
2021-01-25,in_tv_top100_not_actual,097520,78,47113923700.0,엠씨넥스
2021-01-26,in_actual_not_tv_top100,336370,101,34966880600.0,두산솔루스
2021-01-26,in_tv_top100_not_actual,097520,94,40377556900.0,엠씨넥스
2021-01-28,in_actual_not_tv_top100,010140,101,35069336980.0,삼성중공업
2021-01-28,in_tv_top100_not_actual,097520,98,36410535200.0,엠씨넥스
2021-01-29,in_actual_not_tv_top100,002870,102,35794113100.0,신풍제지
2021-01-29,in_actual_not_tv_top100,039490,101,35882853000.0,키움증권
2021-01-29,in_tv_top100_not_actual,006800,92,39292057850.0,미래에셋대우
2021-01-29,in_tv_top100_not_actual,097520,87,42726926700.0,엠씨넥스
2021-02-01,in_actual_not_tv_top100,071050,101,31440048000.0,한국금융지주
2021-02-01,in_tv_top100_not_actual,097520,91,36686073300.0,엠씨넥스
2021-02-02,in_actual_not_tv_top100,326030,101,28655750000.0,SK바이오팜
2021-02-02,in_actual_not_tv_top100,000810,102,27997450000.0,삼성화재
2021-02-02,in_tv_top100_not_actual,006800,96,31039584740.0,미래에셋대우
2021-02-02,in_tv_top100_not_actual,097520,69,50983546300.0,엠씨넥스
2021-02-03,in_actual_not_tv_top100,010060,101,34318743500.0,OCI
2021-02-03,in_tv_top100_not_actual,097520,18,243604792500.0,엠씨넥스
2021-02-04,in_actual_not_tv_top100,032830,101,38586648400.0,삼성생명
2021-02-04,in_tv_top100_not_actual,097520,51,89244510400.0,엠씨넥스
2021-02-05,in_actual_not_tv_top100,069620,101,31502388000.0,대웅제약
2021-02-05,in_tv_top100_not_actual,097520,72,51647153300.0,엠씨넥스
2021-02-08,in_actual_not_tv_top100,267250,101,32155392500.0,현대로보틱스
2021-02-08,in_tv_top100_not_actual,097520,65,53863504000.0,엠씨넥스
2021-02-15,in_actual_not_tv_top100,009070,103,25835218250.0,KCTC
2021-02-15,in_actual_not_tv_top100,026960,102,26057958700.0,동서
2021-02-15,in_tv_top100_not_actual,006800,92,29898709150.0,미래에셋대우
2021-02-15,in_tv_top100_not_actual,097520,99,26719354900.0,엠씨넥스
2021-02-16,in_actual_not_tv_top100,032830,101,31840755600.0,삼성생명
2021-02-16,in_tv_top100_not_actual,178920,55,69485331500.0,PI첨단소재
2021-02-18,in_actual_not_tv_top100,161390,101,35378895700.0,한국타이어
2021-02-18,in_tv_top100_not_actual,097520,90,39109176800.0,엠씨넥스
2021-03-22,in_actual_not_tv_top100,004170,101,21742088000.0,신세계
2021-03-22,in_tv_top100_not_actual,178920,68,30650294850.0,PI첨단소재
2021-04-01,in_actual_not_tv_top100,204320,101,22522769500.0,만도
2021-04-01,in_tv_top100_not_actual,097520,46,51426079800.0,엠씨넥스
2021-04-02,in_actual_not_tv_top100,012510,101,23140048500.0,더존비즈온
2021-04-02,in_tv_top100_not_actual,097520,59,41457695100.0,엠씨넥스
2021-04-26,in_actual_not_tv_top100,285130,101,31666938000.0,SK케미칼
2021-04-26,in_tv_top100_not_actual,178920,77,45251532500.0,PI첨단소재
2021-04-27,in_actual_not_tv_top100,011000,101,31947284950.0,진원생명과학
2021-04-27,in_tv_top100_not_actual,178920,80,44819852650.0,PI첨단소재
2021-06-21,in_actual_not_tv_top100,004020,101,29349773400.0,현대제철
2021-06-21,in_tv_top100_not_actual,178920,100,29545656800.0,PI첨단소재
2021-07-05,in_actual_not_tv_top100,028260,101,22332349000.0,삼성물산
2021-07-05,in_tv_top100_not_actual,097520,73,33321551600.0,엠씨넥스
2021-07-20,in_actual_not_tv_top100,375500,101,25807335500.0,DL이앤씨
2021-07-20,in_tv_top100_not_actual,178920,97,27746939800.0,PI첨단소재
2021-08-06,in_actual_not_tv_top100,014830,101,20696792500.0,유니드
2021-08-06,in_tv_top100_not_actual,178920,88,23859206600.0,PI첨단소재
2022-01-03,in_actual_not_tv_top100,298000,101,16050742500.0,효성화학
2022-01-03,in_tv_top100_not_actual,108320,51,34667405300.0,LX세미콘
2022-01-04,in_actual_not_tv_top100,375500,101,19632943000.0,DL이앤씨
2022-01-04,in_tv_top100_not_actual,108320,47,41761768500.0,LX세미콘
2022-01-05,in_actual_not_tv_top100,383220,101,27752618000.0,F&F
2022-01-05,in_tv_top100_not_actual,108320,60,48699695700.0,LX세미콘
2022-01-06,in_actual_not_tv_top100,033240,101,25047159800.0,자화전자
2022-01-06,in_tv_top100_not_actual,108320,57,46385456500.0,LX세미콘
2022-01-07,in_actual_not_tv_top100,336260,101,17491533900.0,두산퓨얼셀
2022-01-07,in_tv_top100_not_actual,108320,57,37954983300.0,LX세미콘
2022-01-10,in_actual_not_tv_top100,336370,101,21442819700.0,두산솔루스
2022-01-10,in_tv_top100_not_actual,108320,57,38094261600.0,LX세미콘
2022-01-11,in_actual_not_tv_top100,032830,101,18843231600.0,삼성생명
2022-01-11,in_tv_top100_not_actual,108320,70,30012196200.0,LX세미콘
2022-01-12,in_actual_not_tv_top100,298050,101,18169349000.0,효성첨단소재
2022-01-12,in_tv_top100_not_actual,108320,63,32068099700.0,LX세미콘
2022-01-13,in_actual_not_tv_top100,010620,101,19766527700.0,현대미포조선
2022-01-13,in_tv_top100_not_actual,108320,99,20422972600.0,LX세미콘
2022-01-14,in_actual_not_tv_top100,001440,101,20195471915.0,대한전선
2022-01-14,in_tv_top100_not_actual,108320,64,31451395800.0,LX세미콘
2022-01-18,in_actual_not_tv_top100,097520,101,18821413500.0,엠씨넥스
2022-01-18,in_tv_top100_not_actual,108320,100,18932745100.0,LX세미콘
2022-01-19,in_actual_not_tv_top100,042700,101,17221165750.0,한미반도체
2022-01-19,in_tv_top100_not_actual,108320,85,20636310000.0,LX세미콘
2022-01-20,in_actual_not_tv_top100,329180,101,15102416500.0,현대중공업
2022-01-20,in_tv_top100_not_actual,108320,81,18307082600.0,LX세미콘
2022-01-21,in_actual_not_tv_top100,007660,101,17269202370.0,이수페타시스
2022-01-21,in_tv_top100_not_actual,108320,60,30505263800.0,LX세미콘
2022-01-24,in_actual_not_tv_top100,047050,101,16019420550.0,포스코대우
2022-01-24,in_tv_top100_not_actual,108320,68,25730871000.0,LX세미콘
2022-01-25,in_actual_not_tv_top100,010620,101,22422738400.0,현대미포조선
2022-01-25,in_tv_top100_not_actual,108320,77,29820233000.0,LX세미콘
2022-01-26,in_actual_not_tv_top100,102460,101,15187603200.0,이연제약
2022-01-26,in_tv_top100_not_actual,108320,67,26970478300.0,LX세미콘
2022-01-27,in_actual_not_tv_top100,088980,101,21011888050.0,맥쿼리인프라
2022-01-27,in_tv_top100_not_actual,108320,58,35837270300.0,LX세미콘
2022-01-28,in_actual_not_tv_top100,032830,101,18574263700.0,삼성생명
2022-01-28,in_tv_top100_not_actual,108320,44,52605976600.0,LX세미콘
2022-02-03,in_actual_not_tv_top100,039490,101,17146281500.0,키움증권
2022-02-03,in_tv_top100_not_actual,108320,32,68636883400.0,LX세미콘
2022-02-04,in_actual_not_tv_top100,336260,101,17474869950.0,두산퓨얼셀
2022-02-04,in_tv_top100_not_actual,108320,67,27284332800.0,LX세미콘
2022-02-07,in_actual_not_tv_top100,117580,101,16655002800.0,대성에너지
2022-02-07,in_tv_top100_not_actual,108320,57,32435796000.0,LX세미콘
2022-02-08,in_actual_not_tv_top100,071050,101,18159346600.0,한국금융지주
2022-02-08,in_tv_top100_not_actual,108320,55,36657911800.0,LX세미콘
2022-02-09,in_actual_not_tv_top100,004090,101,18270290250.0,한국석유
2022-02-09,in_tv_top100_not_actual,108320,64,31431177200.0,LX세미콘
2022-02-10,in_actual_not_tv_top100,079550,101,16624228500.0,LIG넥스원
2022-02-10,in_tv_top100_not_actual,108320,78,23511747400.0,LX세미콘
2022-02-14,in_actual_not_tv_top100,005070,101,18180839000.0,코스모신소재
2022-02-14,in_tv_top100_not_actual,108320,53,32387863900.0,LX세미콘
2022-02-16,in_actual_not_tv_top100,018260,101,14362150500.0,삼성에스디에스
2022-02-16,in_tv_top100_not_actual,108320,57,27277857300.0,LX세미콘
2022-02-17,in_actual_not_tv_top100,006360,101,19690037200.0,GS건설
2022-02-17,in_tv_top100_not_actual,108320,56,39515215500.0,LX세미콘
2022-02-18,in_actual_not_tv_top100,011700,101,13925845270.0,한신기계
2022-02-18,in_tv_top100_not_actual,108320,92,15695292700.0,LX세미콘
2022-03-02,in_actual_not_tv_top100,005880,101,22591352815.0,대한해운
2022-03-02,in_tv_top100_not_actual,108320,71,31512067000.0,LX세미콘
2022-03-03,in_actual_not_tv_top100,001440,101,21967721125.0,대한전선
2022-03-03,in_tv_top100_not_actual,108320,33,73275656400.0,LX세미콘
2022-03-04,in_actual_not_tv_top100,009830,101,22714871900.0,한화케미칼
2022-03-04,in_tv_top100_not_actual,108320,55,42241412100.0,LX세미콘
2022-03-08,in_actual_not_tv_top100,011000,101,20866085300.0,진원생명과학
2022-03-08,in_tv_top100_not_actual,108320,65,35069214500.0,LX세미콘
2022-03-10,in_actual_not_tv_top100,032830,101,23079278300.0,삼성생명
2022-03-10,in_tv_top100_not_actual,108320,77,33940334100.0,LX세미콘
2022-03-16,in_actual_not_tv_top100,079550,101,17604479200.0,LIG넥스원
2022-03-16,in_tv_top100_not_actual,108320,84,22614817800.0,LX세미콘
2022-03-17,in_actual_not_tv_top100,204320,101,20363128300.0,만도
2022-03-17,in_tv_top100_not_actual,108320,56,41472503900.0,LX세미콘
2022-03-18,in_actual_not_tv_top100,021240,101,21919702400.0,코웨이
2022-03-18,in_tv_top100_not_actual,108320,82,26986163700.0,LX세미콘
2022-03-21,in_actual_not_tv_top100,000040,101,16761359493.0,KR모터스
2022-03-21,in_tv_top100_not_actual,108320,32,62463930200.0,LX세미콘
2022-03-22,in_actual_not_tv_top100,032640,101,17023877250.0,LG유플러스
2022-03-22,in_tv_top100_not_actual,108320,53,37314754200.0,LX세미콘
2022-03-23,in_actual_not_tv_top100,028260,101,20855114500.0,삼성물산
2022-03-23,in_tv_top100_not_actual,108320,52,49616188800.0,LX세미콘
2022-03-24,in_actual_not_tv_top100,008770,101,19445956400.0,호텔신라
2022-03-24,in_tv_top100_not_actual,108320,80,26269309800.0,LX세미콘
2022-03-25,in_actual_not_tv_top100,009830,101,16607750900.0,한화케미칼
2022-03-25,in_tv_top100_not_actual,108320,57,32971613300.0,LX세미콘
2022-03-28,in_actual_not_tv_top100,003550,101,18580515900.0,LG
2022-03-28,in_tv_top100_not_actual,108320,66,29823831900.0,LX세미콘
2022-03-29,in_actual_not_tv_top100,000810,101,19209300000.0,삼성화재
2022-03-29,in_tv_top100_not_actual,108320,80,25595238700.0,LX세미콘
2022-03-30,in_actual_not_tv_top100,375500,101,16641383000.0,DL이앤씨
2022-03-30,in_tv_top100_not_actual,108320,49,39143542300.0,LX세미콘
2022-04-04,in_actual_not_tv_top100,272450,101,16407770350.0,진에어
2022-04-04,in_tv_top100_not_actual,108320,66,29366843900.0,LX세미콘
2022-04-05,in_actual_not_tv_top100,375500,101,16859986000.0,DL이앤씨
2022-04-05,in_tv_top100_not_actual,108320,93,18938356200.0,LX세미콘
2022-04-06,in_actual_not_tv_top100,017670,101,19577937400.0,SK텔레콤
2022-04-06,in_tv_top100_not_actual,108320,56,39307240700.0,LX세미콘
2022-04-07,in_actual_not_tv_top100,006880,101,23134585090.0,신송홀딩스
2022-04-07,in_tv_top100_not_actual,108320,97,24490888300.0,LX세미콘
2022-04-08,in_actual_not_tv_top100,377300,101,16189171500.0,카카오페이
2022-04-08,in_tv_top100_not_actual,108320,86,19756669700.0,LX세미콘
2022-04-11,in_actual_not_tv_top100,010060,101,15519238000.0,OCI
2022-04-11,in_tv_top100_not_actual,108320,77,20542226300.0,LX세미콘
2022-04-12,in_actual_not_tv_top100,004020,101,17010363000.0,현대제철
2022-04-12,in_tv_top100_not_actual,108320,46,43140440600.0,LX세미콘
2022-04-13,in_actual_not_tv_top100,018260,101,15661887500.0,삼성에스디에스
2022-04-13,in_tv_top100_not_actual,108320,64,30753786000.0,LX세미콘
2022-04-15,in_actual_not_tv_top100,128940,101,22133239000.0,한미약품
2022-04-15,in_tv_top100_not_actual,108320,91,23420670800.0,LX세미콘
2022-04-19,in_actual_not_tv_top100,112610,101,18997981900.0,씨에스윈드
2022-04-19,in_tv_top100_not_actual,108320,67,28803123700.0,LX세미콘
2022-04-25,in_actual_not_tv_top100,000720,101,23712985150.0,현대건설
2022-04-25,in_tv_top100_not_actual,108320,71,36684588900.0,LX세미콘
2022-04-26,in_actual_not_tv_top100,001230,101,22288377350.0,동국제강
2022-04-26,in_tv_top100_not_actual,108320,29,75350968000.0,LX세미콘
2022-04-27,in_actual_not_tv_top100,005420,101,21488152750.0,코스모화학
2022-04-27,in_tv_top100_not_actual,108320,63,43815214500.0,LX세미콘
2022-04-28,in_actual_not_tv_top100,025860,101,26212762150.0,남해화학
2022-04-28,in_tv_top100_not_actual,108320,59,49813479100.0,LX세미콘
2022-04-29,in_actual_not_tv_top100,013360,101,20370242090.0,일성건설
2022-04-29,in_tv_top100_not_actual,108320,97,21227753800.0,LX세미콘
2022-05-02,in_actual_not_tv_top100,033240,101,17555032100.0,자화전자
2022-05-02,in_tv_top100_not_actual,108320,46,40412499400.0,LX세미콘
2022-05-03,in_actual_not_tv_top100,033780,101,19043034300.0,KT&G
2022-05-03,in_tv_top100_not_actual,108320,91,21649320300.0,LX세미콘
2022-05-06,in_actual_not_tv_top100,004250,101,20535377350.0,NPC
2022-05-06,in_tv_top100_not_actual,108320,71,30567366900.0,LX세미콘
2022-05-09,in_actual_not_tv_top100,298050,101,18247178500.0,효성첨단소재
2022-05-09,in_tv_top100_not_actual,108320,97,19582038700.0,LX세미콘
2022-05-10,in_actual_not_tv_top100,002380,101,22906234000.0,KCC
2022-05-10,in_tv_top100_not_actual,108320,72,32823700700.0,LX세미콘
2022-05-12,in_actual_not_tv_top100,093370,101,24208167100.0,후성
2022-05-12,in_tv_top100_not_actual,108320,65,38336628100.0,LX세미콘
2022-05-13,in_actual_not_tv_top100,204320,101,17283505700.0,만도
2022-05-13,in_tv_top100_not_actual,108320,89,19411656400.0,LX세미콘
2022-05-16,in_actual_not_tv_top100,004020,101,15453302750.0,현대제철
2022-05-16,in_tv_top100_not_actual,108320,88,16931152200.0,LX세미콘
2022-05-18,in_actual_not_tv_top100,011780,101,19537087000.0,금호석유
2022-05-18,in_tv_top100_not_actual,108320,39,54246644000.0,LX세미콘
2022-05-19,in_actual_not_tv_top100,111770,101,19268055900.0,영원무역
2022-05-19,in_tv_top100_not_actual,108320,58,35343909800.0,LX세미콘
2022-05-20,in_actual_not_tv_top100,271560,101,17843553700.0,오리온
2022-05-20,in_tv_top100_not_actual,108320,75,26652353000.0,LX세미콘
2022-05-23,in_actual_not_tv_top100,009460,101,14709805945.0,한창제지
2022-05-23,in_tv_top100_not_actual,108320,78,19663812300.0,LX세미콘
2022-05-24,in_actual_not_tv_top100,002700,101,16462870410.0,신일산업
2022-05-24,in_tv_top100_not_actual,108320,71,27072064900.0,LX세미콘
2022-05-26,in_actual_not_tv_top100,047050,101,14085377200.0,포스코대우
2022-05-26,in_tv_top100_not_actual,108320,94,15127094700.0,LX세미콘
2022-05-30,in_actual_not_tv_top100,006360,101,14817440800.0,GS건설
2022-05-30,in_tv_top100_not_actual,108320,92,17152015000.0,LX세미콘
2022-06-02,in_actual_not_tv_top100,105840,101,17387798100.0,우진
2022-06-02,in_tv_top100_not_actual,108320,87,19063658100.0,LX세미콘
2022-06-07,in_actual_not_tv_top100,267260,101,15048676300.0,현대일렉트릭
2022-06-07,in_tv_top100_not_actual,108320,82,20132736300.0,LX세미콘
2022-06-08,in_actual_not_tv_top100,035250,101,13913220800.0,강원랜드
2022-06-08,in_tv_top100_not_actual,108320,64,23553169600.0,LX세미콘
2022-06-09,in_actual_not_tv_top100,010130,101,17871316000.0,고려아연
2022-06-09,in_tv_top100_not_actual,108320,95,18564848700.0,LX세미콘
2022-06-10,in_actual_not_tv_top100,032640,101,14434831158.0,LG유플러스
2022-06-10,in_tv_top100_not_actual,108320,100,14498188700.0,LX세미콘
2022-06-13,in_actual_not_tv_top100,006740,101,17919480200.0,영풍제지
2022-06-13,in_tv_top100_not_actual,108320,70,25688576800.0,LX세미콘
2022-06-14,in_actual_not_tv_top100,336260,101,18442814600.0,두산퓨얼셀
2022-06-14,in_tv_top100_not_actual,108320,85,23009125300.0,LX세미콘
2022-06-21,in_actual_not_tv_top100,267250,101,14317879600.0,현대로보틱스
2022-06-21,in_tv_top100_not_actual,108320,84,17929011300.0,LX세미콘
2022-06-22,in_actual_not_tv_top100,383220,101,17637492500.0,F&F
2022-06-22,in_tv_top100_not_actual,108320,52,33646858700.0,LX세미콘
2022-06-23,in_actual_not_tv_top100,011930,101,18525171160.0,신성이엔지
2022-06-23,in_tv_top100_not_actual,108320,84,24447210800.0,LX세미콘
2022-06-24,in_actual_not_tv_top100,018260,101,13009039500.0,삼성에스디에스
2022-06-24,in_tv_top100_not_actual,108320,89,15538183800.0,LX세미콘
2022-06-28,in_actual_not_tv_top100,032640,101,14493572100.0,LG유플러스
2022-06-28,in_tv_top100_not_actual,108320,100,14717432900.0,LX세미콘
2022-06-29,in_actual_not_tv_top100,004310,101,13708274310.0,현대약품
2022-06-29,in_tv_top100_not_actual,108320,100,13829906600.0,LX세미콘
2022-06-30,in_actual_not_tv_top100,282330,101,16326049500.0,BGF리테일
2022-06-30,in_tv_top100_not_actual,108320,76,27542678800.0,LX세미콘
2022-07-01,in_actual_not_tv_top100,251270,101,16868304700.0,넷마블게임즈
2022-07-01,in_tv_top100_not_actual,108320,85,21592136700.0,LX세미콘
2022-07-07,in_actual_not_tv_top100,004020,101,12213933850.0,현대제철
2022-07-07,in_tv_top100_not_actual,108320,79,17592132900.0,LX세미콘
2022-07-12,in_actual_not_tv_top100,195870,101,12230485700.0,해성디에스
2022-07-12,in_tv_top100_not_actual,108320,39,32680607300.0,LX세미콘
2022-07-13,in_actual_not_tv_top100,021240,101,12074613200.0,코웨이
2022-07-13,in_tv_top100_not_actual,108320,86,15034157900.0,LX세미콘
2022-07-14,in_actual_not_tv_top100,032640,101,11890399450.0,LG유플러스
2022-07-14,in_tv_top100_not_actual,108320,84,14843577700.0,LX세미콘
2022-07-18,in_actual_not_tv_top100,086280,101,11496421000.0,현대글로비스
2022-07-18,in_tv_top100_not_actual,108320,100,11660367500.0,LX세미콘
2022-07-20,in_actual_not_tv_top100,000720,101,13304209050.0,현대건설
2022-07-20,in_tv_top100_not_actual,108320,62,22632155600.0,LX세미콘
2022-07-22,in_actual_not_tv_top100,042660,101,12380864500.0,대우조선해양
2022-07-22,in_tv_top100_not_actual,108320,94,13534495500.0,LX세미콘
2022-07-27,in_actual_not_tv_top100,018260,101,8318869000.0,삼성에스디에스
2022-07-27,in_tv_top100_not_actual,108320,48,30260990600.0,LX세미콘
2022-07-28,in_actual_not_tv_top100,241560,101,15291299400.0,두산밥캣
2022-07-28,in_tv_top100_not_actual,108320,92,17068251400.0,LX세미콘
2022-07-29,in_actual_not_tv_top100,019170,101,17492669350.0,신풍제약
2022-07-29,in_tv_top100_not_actual,108320,67,27379736500.0,LX세미콘
2022-08-03,in_actual_not_tv_top100,079550,101,13952136400.0,LIG넥스원
2022-08-03,in_tv_top100_not_actual,108320,40,37687286700.0,LX세미콘
2022-08-04,in_actual_not_tv_top100,011000,101,13191880500.0,진원생명과학
2022-08-04,in_tv_top100_not_actual,108320,78,16974295800.0,LX세미콘
2022-08-05,in_actual_not_tv_top100,300720,101,13104655550.0,한일시멘트
2022-08-05,in_tv_top100_not_actual,108320,58,26238519300.0,LX세미콘
2022-08-08,in_actual_not_tv_top100,103590,101,13898323640.0,일진전기
2022-08-08,in_tv_top100_not_actual,108320,90,16277426000.0,LX세미콘
2022-08-09,in_actual_not_tv_top100,042670,101,14359861520.0,두산인프라코어
2022-08-09,in_tv_top100_not_actual,108320,76,19191355700.0,LX세미콘
2022-08-10,in_actual_not_tv_top100,375500,101,17260458650.0,DL이앤씨
2022-08-10,in_tv_top100_not_actual,108320,59,35004014700.0,LX세미콘
2022-08-11,in_actual_not_tv_top100,004020,101,18176422450.0,현대제철
2022-08-11,in_tv_top100_not_actual,108320,97,18975266800.0,LX세미콘
2022-08-12,in_actual_not_tv_top100,001250,101,17312927570.0,GS글로벌
2022-08-12,in_tv_top100_not_actual,108320,58,33247316100.0,LX세미콘
2022-08-16,in_actual_not_tv_top100,126720,101,15403951650.0,수산인더스트리
2022-08-16,in_tv_top100_not_actual,108320,32,54956901000.0,LX세미콘
2022-08-17,in_actual_not_tv_top100,009540,101,14280461500.0,현대중공업
2022-08-17,in_tv_top100_not_actual,108320,32,44420743300.0,LX세미콘
2022-08-18,in_actual_not_tv_top100,004020,101,13020427550.0,현대제철
2022-08-18,in_tv_top100_not_actual,108320,12,107342979900.0,LX세미콘
2022-08-19,in_actual_not_tv_top100,306200,101,12889427000.0,세아제강
2022-08-19,in_tv_top100_not_actual,108320,53,30215033400.0,LX세미콘
2022-08-22,in_actual_not_tv_top100,000810,101,12069420000.0,삼성화재
2022-08-22,in_tv_top100_not_actual,108320,80,17525904500.0,LX세미콘
2022-08-25,in_actual_not_tv_top100,010120,101,15799617000.0,LS산전
2022-08-25,in_tv_top100_not_actual,108320,88,18546057200.0,LX세미콘
2022-08-26,in_actual_not_tv_top100,126720,101,16524315450.0,수산인더스트리
2022-08-26,in_tv_top100_not_actual,108320,93,19136038000.0,LX세미콘
2022-08-29,in_actual_not_tv_top100,002380,101,16397510000.0,KCC
2022-08-29,in_tv_top100_not_actual,108320,93,17702069200.0,LX세미콘
2022-09-07,in_actual_not_tv_top100,377300,101,15592193900.0,카카오페이
2022-09-07,in_tv_top100_not_actual,108320,76,19847404600.0,LX세미콘
2022-09-08,in_actual_not_tv_top100,011930,101,15604651230.0,신성이엔지
2022-09-08,in_tv_top100_not_actual,108320,73,25082923900.0,LX세미콘
2022-09-13,in_actual_not_tv_top100,011000,101,15296706850.0,진원생명과학
2022-09-13,in_tv_top100_not_actual,108320,81,20874686000.0,LX세미콘
2022-09-14,in_actual_not_tv_top100,039130,101,12688574600.0,하나투어
2022-09-14,in_tv_top100_not_actual,108320,83,17736160800.0,LX세미콘
2022-09-20,in_actual_not_tv_top100,377300,101,13335679200.0,카카오페이
2022-09-20,in_tv_top100_not_actual,108320,92,14348171700.0,LX세미콘
2022-09-22,in_actual_not_tv_top100,161390,101,14747339050.0,한국타이어
2022-09-22,in_tv_top100_not_actual,108320,50,33652597600.0,LX세미콘
2022-09-23,in_actual_not_tv_top100,009540,101,13968654200.0,현대중공업
2022-09-23,in_tv_top100_not_actual,108320,86,17178425400.0,LX세미콘
2022-09-26,in_actual_not_tv_top100,086280,101,16234430500.0,현대글로비스
2022-09-26,in_tv_top100_not_actual,108320,85,20264191600.0,LX세미콘
2022-09-27,in_actual_not_tv_top100,139480,101,14231611500.0,이마트
2022-09-27,in_tv_top100_not_actual,108320,94,15526735900.0,LX세미콘
2022-09-29,in_actual_not_tv_top100,002140,101,13910434450.0,고려산업
2022-09-29,in_tv_top100_not_actual,108320,91,16308904400.0,LX세미콘
2022-09-30,in_actual_not_tv_top100,035250,101,14558116900.0,강원랜드
2022-09-30,in_tv_top100_not_actual,108320,98,15468593300.0,LX세미콘
2022-10-04,in_actual_not_tv_top100,000100,101,11852533700.0,유한양행
2022-10-04,in_tv_top100_not_actual,108320,77,17968299700.0,LX세미콘
2022-10-06,in_actual_not_tv_top100,047050,101,11397999750.0,포스코대우
2022-10-06,in_tv_top100_not_actual,108320,98,12187386000.0,LX세미콘
2022-10-12,in_actual_not_tv_top100,004170,101,11707210500.0,신세계
2022-10-12,in_tv_top100_not_actual,108320,93,12765333700.0,LX세미콘
2022-10-17,in_actual_not_tv_top100,074610,101,10602956285.0,이엔쓰리
2022-10-17,in_tv_top100_not_actual,108320,91,11896214300.0,LX세미콘
2022-10-18,in_actual_not_tv_top100,161390,101,11951997350.0,한국타이어
2022-10-18,in_tv_top100_not_actual,108320,99,12266185700.0,LX세미콘
2022-10-25,in_actual_not_tv_top100,011210,101,10360171700.0,현대위아
2022-10-25,in_tv_top100_not_actual,108320,98,11342659000.0,LX세미콘
2022-10-26,in_actual_not_tv_top100,005830,101,11150751100.0,DB손해보험
2022-10-26,in_tv_top100_not_actual,108320,79,17152672500.0,LX세미콘
2022-10-27,in_actual_not_tv_top100,004020,101,12407321050.0,현대제철
2022-10-27,in_tv_top100_not_actual,108320,89,14153173000.0,LX세미콘
2022-10-28,in_actual_not_tv_top100,267260,101,11792655700.0,현대일렉트릭
2022-10-28,in_tv_top100_not_actual,108320,66,21240019000.0,LX세미콘
2022-10-31,in_actual_not_tv_top100,042670,101,12091425630.0,두산인프라코어
2022-10-31,in_tv_top100_not_actual,108320,86,15786639900.0,LX세미콘
